Trial #,SVC - VHD - accuracy,SVC - Cath - accuracy,SVC - VHD - balanced accuracy,SVC - Cath - balanced accuracy,SVC - VHD - f1 score,SVC - Cath - f1 score,SVC - VHD - jaccard score,SVC - Cath - jaccard score,GradientBoosting - VHD - accuracy,GradientBoosting - Cath - accuracy,GradientBoosting - VHD - balanced accuracy,GradientBoosting - Cath - balanced accuracy,GradientBoosting - VHD - f1 score,GradientBoosting - Cath - f1 score,GradientBoosting - VHD - jaccard score,GradientBoosting - Cath - jaccard score,GaussianNB - VHD - accuracy,GaussianNB - Cath - accuracy,GaussianNB - VHD - balanced accuracy,GaussianNB - Cath - balanced accuracy,GaussianNB - VHD - f1 score,GaussianNB - Cath - f1 score,GaussianNB - VHD - jaccard score,GaussianNB - Cath - jaccard score,DecisionTree - VHD - accuracy,DecisionTree - Cath - accuracy,DecisionTree - VHD - balanced accuracy,DecisionTree - Cath - balanced accuracy,DecisionTree - VHD - f1 score,DecisionTree - Cath - f1 score,DecisionTree - VHD - jaccard score,DecisionTree - Cath - jaccard score,KNeighbors - VHD - accuracy,KNeighbors - Cath - accuracy,KNeighbors - VHD - balanced accuracy,KNeighbors - Cath - balanced accuracy,KNeighbors - VHD - f1 score,KNeighbors - Cath - f1 score,KNeighbors - VHD - jaccard score,KNeighbors - Cath - jaccard score,AdaBoost - VHD - accuracy,AdaBoost - Cath - accuracy,AdaBoost - VHD - balanced accuracy,AdaBoost - Cath - balanced accuracy,AdaBoost - VHD - f1 score,AdaBoost - Cath - f1 score,AdaBoost - VHD - jaccard score,AdaBoost - Cath - jaccard score,RandomForest - VHD - accuracy,RandomForest - Cath - accuracy,RandomForest - VHD - balanced accuracy,RandomForest - Cath - balanced accuracy,RandomForest - VHD - f1 score,RandomForest - Cath - f1 score,RandomForest - VHD - jaccard score,RandomForest - Cath - jaccard score,MLP - VHD - accuracy,MLP - Cath - accuracy,MLP - VHD - balanced accuracy,MLP - Cath - balanced accuracy,MLP - VHD - f1 score,MLP - Cath - f1 score,MLP - VHD - jaccard score,MLP - Cath - jaccard score,QuadraticDiscriminantAnalysis - VHD - accuracy,QuadraticDiscriminantAnalysis - Cath - accuracy,QuadraticDiscriminantAnalysis - VHD - balanced accuracy,QuadraticDiscriminantAnalysis - Cath - balanced accuracy,QuadraticDiscriminantAnalysis - VHD - f1 score,QuadraticDiscriminantAnalysis - Cath - f1 score,QuadraticDiscriminantAnalysis - VHD - jaccard score,QuadraticDiscriminantAnalysis - Cath - jaccard score,CatBoost - VHD - accuracy,CatBoost - Cath - accuracy,CatBoost - VHD - balanced accuracy,CatBoost - Cath - balanced accuracy,CatBoost - VHD - f1 score,CatBoost - Cath - f1 score,CatBoost - VHD - jaccard score,CatBoost - Cath - jaccard score,ExtraTrees - VHD - accuracy,ExtraTrees - Cath - accuracy,ExtraTrees - VHD - balanced accuracy,ExtraTrees - Cath - balanced accuracy,ExtraTrees - VHD - f1 score,ExtraTrees - Cath - f1 score,ExtraTrees - VHD - jaccard score,ExtraTrees - Cath - jaccard score,Bagging - VHD - accuracy,Bagging - Cath - accuracy,Bagging - VHD - balanced accuracy,Bagging - Cath - balanced accuracy,Bagging - VHD - f1 score,Bagging - Cath - f1 score,Bagging - VHD - jaccard score,Bagging - Cath - jaccard score,Ridge - VHD - accuracy,Ridge - Cath - accuracy,Ridge - VHD - balanced accuracy,Ridge - Cath - balanced accuracy,Ridge - VHD - f1 score,Ridge - Cath - f1 score,Ridge - VHD - jaccard score,Ridge - Cath - jaccard score,PassiveAggressive - VHD - accuracy,PassiveAggressive - Cath - accuracy,PassiveAggressive - VHD - balanced accuracy,PassiveAggressive - Cath - balanced accuracy,PassiveAggressive - VHD - f1 score,PassiveAggressive - Cath - f1 score,PassiveAggressive - VHD - jaccard score,PassiveAggressive - Cath - jaccard score,SGDOneClassSVM - VHD - accuracy,SGDOneClassSVM - Cath - accuracy,SGDOneClassSVM - VHD - balanced accuracy,SGDOneClassSVM - Cath - balanced accuracy,SGDOneClassSVM - VHD - f1 score,SGDOneClassSVM - Cath - f1 score,SGDOneClassSVM - VHD - jaccard score,SGDOneClassSVM - Cath - jaccard score,Dummy - VHD - accuracy,Dummy - Cath - accuracy,Dummy - VHD - balanced accuracy,Dummy - Cath - balanced accuracy,Dummy - VHD - f1 score,Dummy - Cath - f1 score,Dummy - VHD - jaccard score,Dummy - Cath - jaccard score,HistGradientBoosting - VHD - accuracy,HistGradientBoosting - Cath - accuracy,HistGradientBoosting - VHD - balanced accuracy,HistGradientBoosting - Cath - balanced accuracy,HistGradientBoosting - VHD - f1 score,HistGradientBoosting - Cath - f1 score,HistGradientBoosting - VHD - jaccard score,HistGradientBoosting - Cath - jaccard score,ComplementNB - VHD - accuracy,ComplementNB - Cath - accuracy,ComplementNB - VHD - balanced accuracy,ComplementNB - Cath - balanced accuracy,ComplementNB - VHD - f1 score,ComplementNB - Cath - f1 score,ComplementNB - VHD - jaccard score,ComplementNB - Cath - jaccard score
73,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.442622951,0.590163934,0.262246622,0.393137255,0.448351648,0.628191608,0.303833592,0.494010088,0.245901639,0.68852459,0.31657754,0.355932203,0.210637755,0.788795162,0.120634205,0.665950013,0.409836066,0.557377049,0.249194847,0.495337995,0.396487206,0.5423358,0.262578815,0.391058122,0.442622951,0.639344262,0.294258373,0.466880342,0.475037258,0.679802438,0.316834805,0.546888024,0.409836066,0.672131148,0.233448276,0.551818182,0.409108596,0.696796054,0.266983031,0.562122519,0.508196721,0.68852459,0.514705882,0.355932203,0.55746177,0.788795162,0.391147541,0.665950013,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.426229508,0.655737705,0.358826997,0.437878788,0.433247052,0.718935614,0.279259811,0.590536513,0.508196721,0.721311475,0.330687831,0.721311475,0.55976155,0.838095238,0.402511336,0.721311475,0.37704918,0.62295082,0.218253968,0.345454545,0.380526577,0.692167577,0.244877049,0.561676969,0.459016393,0.672131148,0.478501229,0.532051282,0.474106768,0.708911307,0.31383017,0.577752108,0.475409836,0.721311475,0.487288136,0.721311475,0.624915879,0.838095238,0.460230723,0.721311475,0.508196721,0.278688525,0.514705882,0.278688525,0.55746177,0.435897436,0.391147541,0.278688525,0.098360656,0.475409836,0.157894737,0.371794872,0.079525637,0.446770689,0.045581767,0.343351548,0.459016393,0.721311475,0.459016393,0.721311475,0.629213483,0.838095238,0.459016393,0.721311475,0.508196721,0.62295082,0.291125541,0.504559271,0.509711985,0.634980038,0.358087955,0.493592816,0.475409836,0.721311475,0.733333333,0.721311475,0.627145775,0.838095238,0.45964691,0.721311475
74,0.557377049,0.786885246,0.557377049,0.786885246,0.715789474,0.880733945,0.557377049,0.786885246,0.524590164,0.737704918,0.288721805,0.608974359,0.510754916,0.737704918,0.36295991,0.612802498,0.344262295,0.68852459,0.353308519,0.449292453,0.264162152,0.717895209,0.162759216,0.600273224,0.393442623,0.655737705,0.227136432,0.545865633,0.37078745,0.637432372,0.237866695,0.497320303,0.524590164,0.737704918,0.357434186,0.541005291,0.530381094,0.769334619,0.363694522,0.657929672,0.409836066,0.62295082,0.257102273,0.506459948,0.394883259,0.602902122,0.259402122,0.46419327,0.606557377,0.770491803,0.586904762,0.601785714,0.629094668,0.812666386,0.466570235,0.7104404,0.557377049,0.786885246,0.557377049,0.786885246,0.715789474,0.880733945,0.557377049,0.786885246,0.475409836,0.721311475,0.259578544,0.521226415,0.468843332,0.74759045,0.314993512,0.632310145,0.573770492,0.754098361,0.37973138,0.389830508,0.588696759,0.831622491,0.424527188,0.729373824,0.491803279,0.704918033,0.272058824,0.536363636,0.476900149,0.714202074,0.328672453,0.591052249,0.524590164,0.704918033,0.286290323,0.579710145,0.509457755,0.697518561,0.35701275,0.56516648,0.606557377,0.786885246,0.793103448,0.786885246,0.713708719,0.880733945,0.56352459,0.786885246,0.393442623,0.393442623,0.444915254,0.586538462,0.537867316,0.393442623,0.371701795,0.244897959,0.327868852,0.508196721,0.27027027,0.418918919,0.341722466,0.442430087,0.237865638,0.348208865,0.557377049,0.786885246,0.557377049,0.786885246,0.715789474,0.880733945,0.557377049,0.786885246,0.573770492,0.68852459,0.394781145,0.547112462,0.575990225,0.684395871,0.416093888,0.553575671,0.573770492,0.786885246,0.783333333,0.786885246,0.712856645,0.880733945,0.558060109,0.786885246
75,0.459016393,0.655737705,0.459016393,0.655737705,0.629213483,0.792079208,0.459016393,0.655737705,0.393442623,0.573770492,0.193050193,0.476762821,0.427742749,0.604541071,0.285262,0.456370434,0.245901639,0.639344262,0.311347926,0.494252874,0.238617735,0.741468719,0.152122817,0.604324067,0.491803279,0.62295082,0.278637771,0.571059432,0.50447038,0.630638569,0.35980413,0.475160392,0.475409836,0.573770492,0.325396825,0.456363636,0.511674118,0.616689435,0.350191838,0.470887507,0.459016393,0.590163934,0.285535117,0.508358663,0.445374569,0.614659883,0.308100289,0.464773614,0.475409836,0.721311475,0.470352564,0.771212121,0.545390947,0.776723229,0.38272652,0.650282095,0.459016393,0.655737705,0.459016393,0.655737705,0.629213483,0.792079208,0.459016393,0.655737705,0.131147541,0.639344262,0.131147541,0.530357143,0.231884058,0.720260614,0.131147541,0.582546078,0.491803279,0.655737705,0.477272727,0.655737705,0.576953102,0.792079208,0.416692443,0.655737705,0.491803279,0.672131148,0.335346216,0.628306878,0.526900942,0.729682595,0.3643898,0.593758988,0.459016393,0.606557377,0.226817043,0.525641026,0.499950323,0.634960989,0.345283273,0.486392635,0.491803279,0.655737705,0.737288136,0.655737705,0.627618095,0.792079208,0.461748634,0.655737705,0.409836066,0.655737705,0.453389831,0.655737705,0.561537955,0.792079208,0.394573205,0.655737705,0.37704918,0.459016393,0.234693878,0.333333333,0.479880775,0.470211915,0.342137219,0.35701275,0.459016393,0.655737705,0.459016393,0.655737705,0.629213483,0.792079208,0.459016393,0.655737705,0.426229508,0.606557377,0.239849624,0.525641026,0.440038971,0.634960989,0.29449499,0.486392635,0.459016393,0.655737705,0.459016393,0.655737705,0.629213483,0.792079208,0.459016393,0.655737705
76,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0.491803279,0.62295082,0.320574163,0.513605442,0.523449751,0.651018997,0.362704918,0.508292589,0.147540984,0.639344262,0.246825397,0.579573935,0.135734494,0.639344262,0.079205594,0.485782039,0.37704918,0.475409836,0.24212963,0.388471178,0.350927472,0.475409836,0.227623389,0.335346846,0.508196721,0.655737705,0.260368664,0.512121212,0.527483124,0.722176779,0.365787853,0.589269966,0.426229508,0.655737705,0.2315625,0.552941176,0.438269108,0.692499863,0.286277073,0.554270923,0.508196721,0.62295082,0.493292683,0.41969697,0.547994239,0.695717424,0.382526519,0.56010929,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0.098360656,0.557377049,0.098360656,0.53021978,0.179104478,0.543070045,0.098360656,0.382408575,0.524590164,0.68852459,0.558928571,0.68852459,0.629586261,0.815533981,0.468852459,0.68852459,0.508196721,0.573770492,0.263157895,0.470289855,0.530733462,0.589155782,0.37654184,0.442910555,0.459016393,0.606557377,0.242866005,0.497596154,0.470056875,0.630327869,0.315367654,0.486010107,0.508196721,0.68852459,0.504716981,0.68852459,0.592392536,0.815533981,0.430990956,0.68852459,0.37704918,0.590163934,0.37704918,0.540792541,0.547619048,0.582759489,0.37704918,0.425198474,0.327868852,0.459016393,0.25,0.341463415,0.369429693,0.453486075,0.257152041,0.342175857,0.508196721,0.68852459,0.508196721,0.68852459,0.673913043,0.815533981,0.508196721,0.68852459,0.524590164,0.606557377,0.270833333,0.476363636,0.546274094,0.641910192,0.386105404,0.500533886,0.524590164,0.68852459,0.758333333,0.68852459,0.671515643,0.815533981,0.50890948,0.68852459
77,0.573770492,0.68852459,0.573770492,0.68852459,0.729166667,0.815533981,0.573770492,0.68852459,0.508196721,0.655737705,0.257284382,0.56547619,0.536296562,0.681365171,0.37192623,0.539880202,0.163934426,0.62295082,0.288312693,0.333333333,0.176598144,0.717337308,0.103349964,0.582101586,0.360655738,0.557377049,0.198550725,0.476098191,0.355233291,0.560754776,0.227126916,0.411153396,0.459016393,0.672131148,0.450431034,0.587272727,0.478548101,0.701591827,0.323316138,0.562997658,0.475409836,0.540983607,0.322522523,0.426086957,0.495606262,0.55755238,0.3402055,0.413847809,0.524590164,0.655737705,0.501648352,0.338983051,0.555470835,0.766109398,0.393606763,0.634238108,0.573770492,0.68852459,0.573770492,0.68852459,0.729166667,0.815533981,0.573770492,0.68852459,0.131147541,0.590163934,0.131147541,0.433333333,0.231884058,0.633928409,0.131147541,0.493943791,0.606557377,0.672131148,0.559090909,0.341666667,0.706897917,0.790742527,0.562177986,0.661112604,0.540983607,0.524590164,0.511824324,0.357993197,0.577102492,0.559980474,0.413934426,0.421584699,0.491803279,0.590163934,0.463963964,0.500694444,0.524212537,0.600662198,0.362265276,0.452088212,0.606557377,0.68852459,0.55942029,0.68852459,0.666173345,0.815533981,0.51243973,0.68852459,0.573770492,0.31147541,0.573770492,0.31147541,0.729166667,0.475,0.573770492,0.31147541,0.180327869,0.213114754,0.34375,0.382352941,0.113146898,0.122811892,0.072131148,0.0787598,0.573770492,0.68852459,0.573770492,0.68852459,0.729166667,0.815533981,0.573770492,0.68852459,0.459016393,0.62295082,0.293395916,0.513605442,0.464063002,0.651018997,0.309992701,0.508292589,0.606557377,0.68852459,0.56372549,0.68852459,0.682904788,0.815533981,0.53270409,0.68852459
78,0.491803279,0.737704918,0.491803279,0.737704918,0.659340659,0.849056604,0.491803279,0.737704918,0.475409836,0.655737705,0.255681818,0.528846154,0.515830116,0.667991758,0.365998293,0.531078516,0.262295082,0.606557377,0.301014957,0.44047619,0.285189128,0.626289302,0.192349727,0.491653664,0.459016393,0.639344262,0.298863636,0.550387597,0.474574092,0.632835101,0.329039813,0.48618267,0.491803279,0.672131148,0.322344322,0.52254902,0.530000648,0.699716267,0.368237705,0.569149851,0.393442623,0.606557377,0.202083333,0.491666667,0.420682855,0.606557377,0.281552263,0.464563047,0.590163934,0.721311475,0.634313725,0.537356322,0.668212176,0.799065147,0.510403531,0.684153005,0.491803279,0.737704918,0.491803279,0.737704918,0.659340659,0.849056604,0.491803279,0.737704918,0.016393443,0.672131148,0.016393443,0.492924528,0.032258065,0.713393554,0.016393443,0.586248705,0.475409836,0.737704918,0.467391304,0.737704918,0.512054002,0.849056604,0.346288242,0.737704918,0.442622951,0.721311475,0.263265306,0.606837607,0.517874323,0.750272097,0.366915052,0.626319898,0.426229508,0.590163934,0.270531401,0.458695652,0.481548133,0.594522347,0.332608653,0.455402568,0.475409836,0.737704918,0.241666667,0.737704918,0.633879781,0.849056604,0.467616232,0.737704918,0.491803279,0.262295082,0.491803279,0.262295082,0.659340659,0.415584416,0.491803279,0.262295082,0.098360656,0.573770492,0.157894737,0.380434783,0.076279692,0.580075662,0.043461685,0.471311475,0.491803279,0.737704918,0.491803279,0.737704918,0.659340659,0.849056604,0.491803279,0.737704918,0.508196721,0.639344262,0.364672365,0.462745098,0.533108496,0.669687894,0.374900846,0.537973511,0.491803279,0.737704918,0.491803279,0.737704918,0.659340659,0.849056604,0.491803279,0.737704918
79,0.540983607,0.68852459,0.540983607,0.68852459,0.70212766,0.815533981,0.540983607,0.68852459,0.491803279,0.639344262,0.318421053,0.485449735,0.524395727,0.700031526,0.37253217,0.564717051,0.131147541,0.672131148,0.25245098,0.341666667,0.101806725,0.790742527,0.057025761,0.661112604,0.37704918,0.62295082,0.206414474,0.543055556,0.374724788,0.632609222,0.249574904,0.483478082,0.524590164,0.62295082,0.498310811,0.333333333,0.567213115,0.717337308,0.404128484,0.582101586,0.442622951,0.639344262,0.406349206,0.439285714,0.448254525,0.718774395,0.297454702,0.584984557,0.459016393,0.68852459,0.398176292,0.68852459,0.519672131,0.815533981,0.362997658,0.68852459,0.540983607,0.68852459,0.540983607,0.68852459,0.70212766,0.815533981,0.540983607,0.68852459,0,0.639344262,0,0.439285714,0,0.718774395,0,0.584984557,0.344262295,0.68852459,0.346236559,0.68852459,0.363778298,0.815533981,0.225214676,0.68852459,0.540983607,0.655737705,0.26025641,0.536556604,0.582039114,0.705934234,0.427508429,0.570661391,0.475409836,0.62295082,0.32012432,0.464622642,0.505216095,0.677927971,0.344057121,0.540639066,0.524590164,0.68852459,0.461084906,0.68852459,0.61623508,0.815533981,0.459153943,0.68852459,0.524590164,0.327868852,0.461084906,0.451785714,0.61623508,0.426638763,0.459153943,0.274667249,0.131147541,0.229508197,0.2,0.368421053,0.098979276,0.142972319,0.058287796,0.092779909,0.540983607,0.68852459,0.540983607,0.68852459,0.70212766,0.815533981,0.540983607,0.68852459,0.557377049,0.672131148,0.580882353,0.566137566,0.57062194,0.727301387,0.40300529,0.59495662,0.557377049,0.68852459,0.530701754,0.68852459,0.676403378,0.815533981,0.522102883,0.68852459
80,0.557377049,0.68852459,0.557377049,0.68852459,0.715789474,0.815533981,0.557377049,0.68852459,0.508196721,0.639344262,0.262426901,0.558695652,0.513150295,0.652362584,0.363940509,0.505152225,0.180327869,0.426229508,0.140550807,0.447167756,0.205587153,0.407401928,0.12568306,0.258712599,0.475409836,0.573770492,0.278846154,0.516666667,0.450295528,0.568312675,0.306745938,0.413037479,0.540983607,0.606557377,0.536637931,0.497596154,0.555638351,0.630327869,0.386552625,0.486010107,0.37704918,0.557377049,0.249431818,0.409863946,0.394782246,0.590326648,0.260372097,0.449243564,0.508196721,0.672131148,0.480487805,0.511494253,0.53423815,0.765126677,0.372230229,0.636221702,0.557377049,0.68852459,0.557377049,0.68852459,0.715789474,0.815533981,0.557377049,0.68852459,0.016393443,0.508196721,0.016393443,0.473333333,0.032258065,0.49358019,0.016393443,0.339831635,0.557377049,0.68852459,0.540697674,0.68852459,0.587287163,0.815533981,0.421894704,0.68852459,0.606557377,0.540983607,0.409126984,0.317307692,0.616793801,0.598535054,0.456444873,0.461166353,0.491803279,0.557377049,0.324879227,0.409863946,0.501639344,0.590326648,0.344642066,0.449243564,0.62295082,0.68852459,0.628181818,0.68852459,0.679248749,0.815533981,0.526182539,0.68852459,0.557377049,0.68852459,0.557377049,0.68852459,0.715789474,0.815533981,0.557377049,0.68852459,0.163934426,0.245901639,0.294117647,0.394736842,0.109289617,0.153184628,0.067972811,0.101568068,0.557377049,0.68852459,0.557377049,0.68852459,0.715789474,0.815533981,0.557377049,0.68852459,0.540983607,0.606557377,0.279411765,0.447649573,0.545169166,0.655887189,0.383935423,0.517045333,0.590163934,0.68852459,0.664473684,0.68852459,0.692287676,0.815533981,0.539853024,0.68852459
81,0.508196721,0.737704918,0.508196721,0.737704918,0.673913043,0.849056604,0.508196721,0.737704918,0.393442623,0.704918033,0.214285714,0.582352941,0.397416791,0.729744641,0.256466302,0.601851126,0.213114754,0.262295082,0.277046784,0.377118644,0.164754098,0.388280433,0.093208431,0.242516037,0.344262295,0.573770492,0.299349667,0.449305556,0.336025634,0.573770492,0.206911286,0.434143584,0.426229508,0.721311475,0.422413793,0.606837607,0.445858434,0.750272097,0.289144313,0.626319898,0.442622951,0.737704918,0.25,0.642156863,0.453985344,0.759773014,0.308976473,0.636221702,0.475409836,0.737704918,0.45,0.737704918,0.526162362,0.849056604,0.365899431,0.737704918,0.508196721,0.737704918,0.508196721,0.737704918,0.673913043,0.849056604,0.508196721,0.737704918,0.459016393,0.737704918,0.303571429,0.737704918,0.463739928,0.849056604,0.305178246,0.737704918,0.442622951,0.737704918,0.415106952,0.737704918,0.485501799,0.849056604,0.328285194,0.737704918,0.393442623,0.639344262,0.200174825,0.462745098,0.407028689,0.669687894,0.259169801,0.537973511,0.459016393,0.639344262,0.307692308,0.492346939,0.479092055,0.65743186,0.317622951,0.52219333,0.557377049,0.737704918,0.667857143,0.737704918,0.655737705,0.849056604,0.496289905,0.737704918,0.442622951,0.737704918,0.518181818,0.737704918,0.503175306,0.849056604,0.339647845,0.737704918,0.37704918,0.475409836,0.261363636,0.353658537,0.442404372,0.453297751,0.319041614,0.341961461,0.508196721,0.737704918,0.508196721,0.737704918,0.673913043,0.849056604,0.508196721,0.737704918,0.475409836,0.704918033,0.494047619,0.564858491,0.481037436,0.742054199,0.323352292,0.617943955,0.540983607,0.737704918,0.762711864,0.737704918,0.671346504,0.849056604,0.510928962,0.737704918
82,0.524590164,0.721311475,0.524590164,0.721311475,0.688172043,0.838095238,0.524590164,0.721311475,0.442622951,0.606557377,0.211029412,0.440909091,0.474067683,0.636155264,0.330750124,0.500117554,0.278688525,0.672131148,0.457402812,0.532051282,0.322482436,0.708911307,0.206364513,0.577752108,0.508196721,0.606557377,0.308346582,0.492028986,0.521949434,0.614480874,0.374405077,0.471712067,0.426229508,0.672131148,0.603815937,0.503968254,0.435200865,0.723709156,0.282855191,0.595594736,0.245901639,0.62295082,0.19388897,0.411556604,0.245367517,0.6733277,0.146898104,0.541256831,0.524590164,0.68852459,0.505072464,0.355932203,0.5790248,0.788795162,0.415062342,0.665950013,0.524590164,0.721311475,0.524590164,0.721311475,0.688172043,0.838095238,0.524590164,0.721311475,0.393442623,0.606557377,0.202380952,0.440909091,0.419865469,0.636155264,0.282143081,0.500117554,0.508196721,0.704918033,0.473544974,0.528735632,0.601029356,0.787945998,0.441130582,0.668162209,0.475409836,0.590163934,0.23339599,0.430272109,0.504918033,0.614477531,0.347981816,0.477478312,0.459016393,0.590163934,0.458064516,0.458206687,0.489568505,0.603239172,0.324327225,0.462973431,0.524590164,0.721311475,0.491452991,0.721311475,0.607650273,0.838095238,0.448928121,0.721311475,0.524590164,0.37704918,0.524590164,0.44695122,0.688172043,0.364966083,0.524590164,0.223601736,0.344262295,0.229508197,0.244186047,0.35,0.394754098,0.143442623,0.274134791,0.091803279,0.524590164,0.721311475,0.524590164,0.721311475,0.688172043,0.838095238,0.524590164,0.721311475,0.573770492,0.655737705,0.502311494,0.437878788,0.59955638,0.718935614,0.43488625,0.590536513,0.557377049,0.721311475,0.771186441,0.721311475,0.685939862,0.838095238,0.527712724,0.721311475
83,0.524590164,0.737704918,0.524590164,0.737704918,0.688172043,0.849056604,0.524590164,0.737704918,0.491803279,0.606557377,0.306944444,0.402941176,0.500475417,0.639659521,0.348037175,0.508196721,0.163934426,0.721311475,0.244076797,0.366666667,0.162783341,0.824355972,0.095401866,0.709486697,0.37704918,0.540983607,0.215557276,0.432170543,0.377943368,0.53269922,0.241803279,0.393169095,0.459016393,0.737704918,0.460752688,0.622881356,0.484704877,0.822054084,0.322137812,0.711218258,0.491803279,0.573770492,0.326368066,0.388605442,0.489426456,0.595146744,0.33176351,0.462477231,0.557377049,0.737704918,0.380568356,0.737704918,0.582357533,0.849056604,0.419854281,0.737704918,0.524590164,0.737704918,0.524590164,0.737704918,0.688172043,0.849056604,0.524590164,0.737704918,0.098360656,0.590163934,0.098360656,0.431089744,0.179104478,0.604752092,0.098360656,0.469245572,0.524590164,0.737704918,0.501602564,0.737704918,0.586692382,0.849056604,0.424538121,0.737704918,0.475409836,0.672131148,0.290213178,0.52254902,0.522038104,0.699716267,0.37270974,0.569149851,0.409836066,0.606557377,0.266835017,0.468844985,0.430445606,0.615395581,0.287323791,0.47716852,0.557377049,0.737704918,0.552727273,0.737704918,0.62739904,0.849056604,0.466629303,0.737704918,0.540983607,0.737704918,0.766666667,0.737704918,0.685738353,0.849056604,0.525370804,0.737704918,0.393442623,0.278688525,0.272727273,0.404761905,0.455565142,0.177347243,0.332912989,0.119437939,0.524590164,0.737704918,0.524590164,0.737704918,0.688172043,0.849056604,0.524590164,0.737704918,0.557377049,0.639344262,0.363738739,0.420990566,0.575236572,0.68473291,0.415190375,0.555975291,0.524590164,0.737704918,0.433908046,0.737704918,0.659107468,0.849056604,0.501721493,0.737704918
84,0.491803279,0.655737705,0.491803279,0.655737705,0.659340659,0.792079208,0.491803279,0.655737705,0.557377049,0.606557377,0.288486842,0.493589744,0.598046496,0.6595866,0.43510057,0.516110797,0.327868852,0.327868852,0.342681624,0.33045977,0.404466527,0.459643755,0.265670203,0.302263856,0.409836066,0.573770492,0.267261905,0.506016043,0.428604944,0.586055302,0.279517955,0.432581967,0.393442623,0.62295082,0.249118684,0.449561404,0.426457875,0.718107149,0.280824562,0.578961749,0.31147541,0.655737705,0.222906404,0.589622642,0.32325785,0.7088386,0.19587771,0.569732528,0.508196721,0.62295082,0.487272727,0.449561404,0.587431694,0.718107149,0.426858357,0.578961749,0.491803279,0.655737705,0.491803279,0.655737705,0.659340659,0.792079208,0.491803279,0.655737705,0.360655738,0.639344262,0.237037037,0.325,0.423360656,0.767213115,0.284473503,0.628863209,0.459016393,0.655737705,0.438630491,0.655737705,0.508847968,0.792079208,0.347271581,0.655737705,0.540983607,0.606557377,0.275378788,0.466931217,0.593708463,0.675619114,0.435850994,0.533973112,0.491803279,0.62295082,0.487407862,0.545068027,0.516222168,0.655302333,0.35494793,0.508489461,0.508196721,0.655737705,0.55,0.655737705,0.616003728,0.792079208,0.453434144,0.655737705,0.491803279,0.655737705,0.495762712,0.655737705,0.633050899,0.792079208,0.468911856,0.655737705,0.098360656,0.131147541,0.1875,0.222222222,0.068424804,0.081401922,0.039344262,0.047213115,0.491803279,0.655737705,0.491803279,0.655737705,0.659340659,0.792079208,0.491803279,0.655737705,0.475409836,0.557377049,0.303789199,0.309090909,0.509428154,0.645383952,0.357042489,0.502553077,0.508196721,0.655737705,0.75,0.655737705,0.657163222,0.792079208,0.492548435,0.655737705
85,0.508196721,0.770491803,0.508196721,0.770491803,0.673913043,0.87037037,0.508196721,0.770491803,0.393442623,0.704918033,0.204545455,0.582826748,0.416889058,0.704918033,0.270257611,0.57272681,0.213114754,0.655737705,0.230976013,0.500801282,0.271102539,0.660301026,0.161698957,0.528617863,0.393442623,0.590163934,0.251418989,0.463235294,0.403206629,0.577088697,0.25990003,0.440260841,0.393442623,0.770491803,0.398809524,0.661764706,0.43115609,0.784933646,0.274863967,0.670189819,0.409836066,0.62295082,0.342711301,0.451923077,0.419508825,0.627948743,0.271357604,0.497182551,0.442622951,0.704918033,0.291666667,0.377192982,0.481799921,0.772698613,0.320941491,0.658693899,0.508196721,0.770491803,0.508196721,0.770491803,0.673913043,0.87037037,0.508196721,0.770491803,0.426229508,0.62295082,0.288265306,0.480434783,0.504062723,0.618477118,0.35598609,0.483432622,0.459016393,0.770491803,0.42248062,0.770491803,0.514842712,0.87037037,0.355347191,0.770491803,0.344262295,0.639344262,0.418484848,0.460884354,0.358373696,0.649458806,0.220898816,0.520144485,0.459016393,0.68852459,0.242715618,0.56884058,0.494823123,0.684828923,0.332552693,0.549473068,0.524590164,0.770491803,0.537393162,0.770491803,0.607305099,0.87037037,0.443081153,0.770491803,0.508196721,0.770491803,0.508196721,0.770491803,0.673913043,0.87037037,0.508196721,0.770491803,0.245901639,0.262295082,0.288461538,0.363636364,0.22433132,0.167260632,0.152224824,0.108877204,0.508196721,0.770491803,0.508196721,0.770491803,0.673913043,0.87037037,0.508196721,0.770491803,0.327868852,0.737704918,0.229365079,0.629179331,0.353165187,0.737704918,0.21691113,0.608941878,0.524590164,0.770491803,0.591954023,0.770491803,0.649943904,0.87037037,0.488385663,0.770491803
