Trial #,SVC - accuracy,SVC - balanced accuracy,SVC - f1 score,SVC - jaccard score,GradientBoosting - accuracy,GradientBoosting - balanced accuracy,GradientBoosting - f1 score,GradientBoosting - jaccard score,GaussianNB - accuracy,GaussianNB - balanced accuracy,GaussianNB - f1 score,GaussianNB - jaccard score,DecisionTree - accuracy,DecisionTree - balanced accuracy,DecisionTree - f1 score,DecisionTree - jaccard score,KNeighbors - accuracy,KNeighbors - balanced accuracy,KNeighbors - f1 score,KNeighbors - jaccard score,AdaBoost - accuracy,AdaBoost - balanced accuracy,AdaBoost - f1 score,AdaBoost - jaccard score,RandomForest - accuracy,RandomForest - balanced accuracy,RandomForest - f1 score,RandomForest - jaccard score,MLP - accuracy,MLP - balanced accuracy,MLP - f1 score,MLP - jaccard score,QuadraticDiscriminantAnalysis - accuracy,QuadraticDiscriminantAnalysis - balanced accuracy,QuadraticDiscriminantAnalysis - f1 score,QuadraticDiscriminantAnalysis - jaccard score,CatBoost - accuracy,CatBoost - balanced accuracy,CatBoost - f1 score,CatBoost - jaccard score,ExtraTrees - accuracy,ExtraTrees - balanced accuracy,ExtraTrees - f1 score,ExtraTrees - jaccard score,Bagging - accuracy,Bagging - balanced accuracy,Bagging - f1 score,Bagging - jaccard score,Ridge - accuracy,Ridge - balanced accuracy,Ridge - f1 score,Ridge - jaccard score,PassiveAggressive - accuracy,PassiveAggressive - balanced accuracy,PassiveAggressive - f1 score,PassiveAggressive - jaccard score,SGDOneClassSVM - accuracy,SGDOneClassSVM - balanced accuracy,SGDOneClassSVM - f1 score,SGDOneClassSVM - jaccard score,Dummy - accuracy,Dummy - balanced accuracy,Dummy - f1 score,Dummy - jaccard score,HistGradientBoosting - accuracy,HistGradientBoosting - balanced accuracy,HistGradientBoosting - f1 score,HistGradientBoosting - jaccard score
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8145896656534954,0.8688524590163934,0.777134897674917,1.0,1.0,1.0,1.0,0.7704918032786885,0.6398305084745763,0.8435663470460872,0.7437158469945355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.3867924528301887,0.7124590163934427,0.60377882745207,0.7704918032786885,0.7704918032786885,0.8703703703703703,0.7704918032786885,1.0,1.0,1.0,1.0
35,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.968384074941452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.7682370820668694,0.8360655737704918,0.7310347116214242,1.0,1.0,1.0,1.0,0.8032786885245902,0.7785087719298245,0.8484657419083649,0.7542114188807236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.39814814814814814,0.7537737380295407,0.6563029960429622,0.7704918032786885,0.7704918032786885,0.8703703703703703,0.7704918032786885,1.0,1.0,1.0,1.0
36,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9382835101253616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8618055555555555,0.8863399141535079,0.8006147540983606,1.0,1.0,1.0,1.0,0.7540983606557377,0.8728813559322034,0.833259338063446,0.7251687560270009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.37735849056603776,0.7165793476423865,0.6097210238711532,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9123188405797101,0.9051897957394581,0.8299616323683292,1.0,1.0,1.0,1.0,0.7377049180327869,0.8620689655172413,0.8121013412816693,0.6962899050905953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.35454545454545455,0.7250295757985465,0.6062747314867157,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
38,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9680759275237274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7704918032786885,0.7419871794871795,0.7843579234972677,0.6584242557157739,1.0,1.0,1.0,1.0,0.7213114754098361,0.7346491228070176,0.7910754011965699,0.6703787450537027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.34,0.6058446186742695,0.4804974561899378,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9231884057971014,0.9203770994155963,0.8550658124208323,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.7058287795992715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3723404255319149,0.5992714025500911,0.4903129657228018,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
40,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9680759275237274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9468085106382979,0.92193997443583,0.8576358930112166,1.0,1.0,1.0,1.0,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9676034348165496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.35,0.6236635780470421,0.5033074489502445,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
41,0.9672131147540983,0.9772727272727273,0.9677426187147881,0.9378774805867127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.8141711229946524,0.8387130935739399,0.7285578522214302,1.0,1.0,1.0,1.0,0.7704918032786885,0.875,0.8210382513661203,0.7100949094046592,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9676034348165496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.34375,0.5770491803278689,0.455565142364107,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9007246376811595,0.9189044694068491,0.8531420765027323,1.0,1.0,1.0,1.0,0.7377049180327869,0.6228813559322034,0.8220540843491664,0.7112182577949212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.37037037037037035,0.7153502235469447,0.6001667129758267,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9231884057971014,0.9203770994155963,0.8550658124208323,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.7085610200364298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.36792452830188677,0.7059426229508196,0.5944779982743744,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
44,0.9672131147540983,0.975609756097561,0.967583918813427,0.9374068554396423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9084668192219679,0.917654294703475,0.8486205517792883,1.0,1.0,1.0,1.0,0.6229508196721312,0.31666666666666665,0.7550919026328861,0.612738511152916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.3333333333333333,0.5788581119276426,0.4578241430700447,0.639344262295082,0.639344262295082,0.78,0.639344262295082,1.0,1.0,1.0,1.0
45,0.9508196721311475,0.9651162790697674,0.9518224220969628,0.9086651053864169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.9081632653061225,0.8651183040573351,0.7681498829039812,1.0,1.0,1.0,1.0,0.7377049180327869,0.8571428571428572,0.7965531736023539,0.6752537080405933,0.9836065573770492,0.9878048780487805,0.9837052833187713,0.9679937548790009,0.9836065573770492,0.9772727272727273,0.9835196919171689,0.9676229508196721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.3148148148148148,0.6403906522497383,0.5016393442622951,0.6557377049180327,0.6557377049180327,0.7920792079207921,0.6557377049180327,1.0,1.0,1.0,1.0
46,0.9836065573770492,0.9903846153846154,0.9839583839433056,0.9688524590163935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8205882352941176,0.9016393442622951,0.8314417822614544,1.0,1.0,1.0,1.0,0.9180327868852459,0.9553571428571428,0.9297788672692917,0.8770491803278688,1.0,1.0,1.0,1.0,0.9836065573770492,0.9545454545454546,0.9832973929711472,0.9675345548055287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.41836734693877553,0.6586885245901639,0.558210614059461,0.8360655737704918,0.8360655737704918,0.9107142857142857,0.8360655737704918,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8930555555555555,0.9034145700008768,0.8271363794907569,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.7085610200364298,1.0,1.0,1.0,1.0,0.9672131147540983,0.95,0.9667406220469207,0.9359512009149829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3431372549019608,0.622602023020579,0.49597110308419,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
48,0.9672131147540983,0.9807692307692308,0.968531018964963,0.940387481371088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9155982905982906,0.937062037929926,0.8864831425920198,1.0,1.0,1.0,1.0,0.8360655737704918,0.9166666666666667,0.8969200198708396,0.8211624441132638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.4069767441860465,0.5305834655385158,0.42538157150932726,0.819672131147541,0.819672131147541,0.9009009009009009,0.819672131147541,1.0,1.0,1.0,1.0
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8843582887700534,0.887873022492116,0.8015615888032139,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.6729508196721311,1.0,1.0,1.0,1.0,0.9672131147540983,0.9545454545454546,0.9668423106947698,0.9360255897640943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.37,0.6665465681859124,0.5616272009714632,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
50,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9217325227963526,0.9206478344500555,0.8559881602914391,1.0,1.0,1.0,1.0,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0,0.9836065573770492,0.9722222222222222,0.9834665805270667,0.9675856929955291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.34,0.5929543076386468,0.46448087431693985,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
51,0.9672131147540983,0.9782608695652174,0.9678734061930783,0.9382835101253616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8194444444444444,0.8538656039116528,0.75209100033456,1.0,1.0,1.0,1.0,0.7377049180327869,0.7040229885057472,0.8115075538412087,0.6984347503936279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.37037037037037035,0.7226497156239545,0.6105144149236857,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9007246376811595,0.9189044694068491,0.8531420765027323,1.0,1.0,1.0,1.0,0.7868852459016393,0.8879310344827587,0.8463439355989847,0.7469262295081968,1.0,1.0,1.0,1.0,0.9836065573770492,0.9705882352941176,0.9834502698750258,0.9675774134790528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.38461538461538464,0.7030589825925301,0.5982168536094334,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
53,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9465277777777779,0.9512885346372177,0.9081729626989785,1.0,1.0,1.0,1.0,0.7704918032786885,0.7839285714285715,0.8193144560357675,0.7107659860032596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.35454545454545455,0.7103825136612021,0.5860655737704918,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
54,0.9672131147540983,0.9787234042553192,0.9679496317415063,0.9385245901639344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.95,0.9234653117310581,0.8616803278688525,1.0,1.0,1.0,1.0,0.7704918032786885,0.8813559322033898,0.8442973238055205,0.7418032786885246,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9682377049180327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.3706896551724138,0.7938882699347446,0.6814207650273224,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
55,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8898550724637682,0.9036202185792349,0.8280845556514237,1.0,1.0,1.0,1.0,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0,0.9836065573770492,0.9722222222222222,0.9834665805270667,0.9675856929955291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.35454545454545455,0.7103825136612021,0.5860655737704918,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
56,0.9672131147540983,0.9767441860465116,0.9676856074612763,0.9377049180327869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819672131147541,0.8130434782608695,0.8273708578965786,0.7131074810537187,1.0,1.0,1.0,1.0,0.6557377049180327,0.3333333333333333,0.7790943028729103,0.6449879064767534,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9680327868852459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.330188679245283,0.6470177886292292,0.5154209502639622,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8785714285714286,0.8858539598585057,0.7968585589020206,1.0,1.0,1.0,1.0,0.6229508196721312,0.31666666666666665,0.7550919026328861,0.612738511152916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.32407407407407407,0.666314119513485,0.534200113058225,0.639344262295082,0.639344262295082,0.78,0.639344262295082,1.0,1.0,1.0,1.0
58,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9683060109289617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8596256684491979,0.8996584699453551,0.8218291630716135,1.0,1.0,1.0,1.0,0.7704918032786885,0.7212643678160919,0.8337536780159731,0.731348985829397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.3867924528301887,0.7196555721145884,0.6141888072357264,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0
59,0.9836065573770492,0.9875,0.9836934228369293,0.9679582712369598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9148809523809525,0.918467114184647,0.8502146760343482,1.0,1.0,1.0,1.0,0.6721311475409836,0.8305084745762712,0.7752871640459463,0.6423248882265276,1.0,1.0,1.0,1.0,0.9836065573770492,0.9782608695652174,0.9835308589406948,0.9676334594367381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.32407407407407407,0.666314119513485,0.534200113058225,0.639344262295082,0.639344262295082,0.78,0.639344262295082,1.0,1.0,1.0,1.0
60,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8898550724637682,0.9036202185792349,0.8280845556514237,1.0,1.0,1.0,1.0,0.7377049180327869,0.8666666666666667,0.8341039652515061,0.7222757955641274,1.0,1.0,1.0,1.0,0.9672131147540983,0.9473684210526316,0.9666836107934087,0.9359165424739195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.37254901960784315,0.6688524590163936,0.5573770491803278,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9449275362318841,0.9513426816441094,0.9084716551426988,1.0,1.0,1.0,1.0,0.7704918032786885,0.8813559322033898,0.8442973238055205,0.7418032786885246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.38461538461538464,0.7030589825925301,0.5982168536094334,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
62,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8898550724637682,0.9036202185792349,0.8280845556514237,1.0,1.0,1.0,1.0,0.7704918032786885,0.8793103448275862,0.8350691096110574,0.7299903567984571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.38461538461538464,0.7103825136612021,0.6088992974238876,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
63,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8618055555555555,0.8863399141535079,0.8006147540983606,1.0,1.0,1.0,1.0,0.7377049180327869,0.675,0.7935022354694486,0.6777245544613371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3425925925925926,0.668450986952158,0.5369524321418974,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8776737967914439,0.9016393442622951,0.8243111266131845,1.0,1.0,1.0,1.0,0.7704918032786885,0.7839285714285715,0.8193144560357675,0.7107659860032596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6885245901639344,0.3620689655172414,0.7830279652844745,0.6655737704918032,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
65,0.9672131147540983,0.9767441860465116,0.9676856074612763,0.9377049180327869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9361702127659575,0.9069650214780398,0.8327868852459016,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.6729508196721311,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9680327868852459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.34545454545454546,0.7137978142076503,0.5907292255511588,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
66,0.9672131147540983,0.9772727272727273,0.9677426187147881,0.9378774805867127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9004559270516718,0.890715964210162,0.8073087431693988,1.0,1.0,1.0,1.0,0.7213114754098361,0.8559322033898304,0.8106599887154993,0.6919758412424504,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9680759275237274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6885245901639344,0.35,0.8100289296046287,0.6885245901639344,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
67,0.9836065573770492,0.9883720930232558,0.9837316583700383,0.9680759275237274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9123188405797101,0.9051897957394581,0.8299616323683292,1.0,1.0,1.0,1.0,0.7377049180327869,0.8620689655172413,0.8121013412816693,0.6962899050905953,1.0,1.0,1.0,1.0,0.9672131147540983,0.9523809523809523,0.9667932826869252,0.9359875097580016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.33653846153846156,0.6348099058249043,0.5056960266740761,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
